Number Of Sentences	First Words	First POS tags	First Phrases
1	XNAMEX	NNP	NP
2	A,It	DT,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	If	IN	SBAR
2	There,It	EX,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	In,It	IN,PRP	PP,NP
2	In,It	IN,PRP	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Located,XNAMEX	VBN,NNP	VP,NP
2	XNAMEX,Though	NNP,IN	NP,SBAR
2	XNAMEX,It	NNP,PRP	NP,NP
2	A,It	DT,PRP	NP,NP
1	There	EX	NP
1	XNAMEX	NNP	NP
1	A	DT	NP
3	A,Customers,It	DT,NNS,PRP	NP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Near,It	NNP,PRP	NP,NP
1	There	EX	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
4	XNAMEX,The,You,1	NNP,DT,PRP,CD	NP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	Near,It,A	IN,PRP,DT	PP,NP,QP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
4	XNAMEX,This,Located,Currently	NNP,DT,VBN,RB	NP,NP,VP,ADVP
2	XNAMEX,Its	NNP,PRP$	NP,NP
2	There,It	EX,PRP	NP,NP
3	XNAMEX,The,Located	NNP,DT,VBN	NP,NP,VP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	There,It	EX,PRP	NP,NP
1	Near	IN	PP
2	XNAMEX,Its	NNP,PRP$	NP,NP
2	XNAMEX,It	NN,PRP	NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
2	For,Unfortunately	IN,RB	PP,ADVP
2	XNAMEX,Its	NNP,PRP$	NP,NP
2	XNAMEX,It	NN,PRP	NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
2	XNAMEX,Cricketers	NNP,NNS	NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	Near	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,You	NNP,PRP,PRP	NP,NP,NP
2	A,With	DT,IN	NP,PP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
1	An	DT	NP
2	Near,It	IN,PRP	PP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	A,It	DT,PRP	NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,They	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	There,It	EX,PRP	NP,NP
1	For	IN	PP
1	Near	IN	PP
3	XNAMEX,It,Children	NNP,PRP,NNP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Near,It	IN,PRP	PP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Located,It	VBN,PRP	VP,NP
1	XNAMEX	NNP	NP
2	coffee,It	NN,PRP	NP,NP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	There	EX	NP
3	Near,They,However	IN,PRP,RB	PP,NP,ADVP
2	XNAMEX,It	NN,PRP	NP,NP
3	XNAMEX,It,It	VB,PRP,PRP	VP,NP,NP
1	XNAMEX	NNP	NP
1	With	IN	PP
1	There	EX	NP
1	A	DT	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Near,It	IN,PRP	PP,NP
1	If	IN	SBAR
3	XNAMEX,It,Customers	NNP,PRP,NNS	NP,NP,NP
1	Near	IN	PP
1	XNAMEX	NNP	NP
2	There,It	EX,PRP	NP,NP
1	XNAMEX	NNP	NP
1	By	IN	PP
2	An,It	DT,PRP	NP,NP
2	An,It	DT,PRP	NP,NP
2	Near,It	IN,PRP	PP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	An	DT	NP
1	XNAMEX	NNP	NP
1	An	DT	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	Across	IN	PP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	RB,PRP	ADVP,NP
2	Close,It	NNP,PRP	NP,NP
5	XNAMEX,It,It,It,its	NNP,PRP,PRP,PRP,PRP$	NP,NP,NP,NP,NP
2	XNAMEX,3	NNP,CD	NP,NP
2	By,This	IN,DT	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	A	DT	NP
5	XNAMEX,It,It,It,its	NNP,PRP,PRP,PRP,PRP$	NP,NP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	There,It	EX,PRP	NP,NP
1	English	JJ	NP
1	XNAMEX	NNP	NP
2	Near,It	IN,PRP	PP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,The	NNP,DT	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Rated	VBN	VP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Near,They	IN,PRP	PP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,They	NNP,PRP	NP,NP
2	With,It	IN,PRP	PP,NP
2	The,It	DT,PRP	NP,NP
1	There	EX	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	A,It	DT,PRP	NP,NP
2	A,It	DT,PRP	NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
2	There,It	EX,PRP	NP,NP
1	XNAMEX	NNP	NP
2	Families,It	NNS,PRP	NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
3	Near,They,They	IN,PRP,PRP	PP,NP,NP
2	XNAMEX,Families	NN,NNS	NP,NP
1	XNAMEX	NNP	NP
1	A	DT	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,This	NNP,DT	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Located,This	VBN,DT	VP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	Near,It	IN,PRP	PP,NP
1	Rated	VBN	VP
1	Located	JJ	NP
1	A	DT	NP
3	Rated,XNAMEX,Yes	VBN,NNP,RB	VP,NP,ADVP
2	In,It	IN,PRP	PP,NP
1	Near	IN	PP
1	Located	VBN	VP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	At	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Set,Family	VB,NNP	VP,NP
1	XNAMEX	NNP	NP
2	Near,It	IN,PRP	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	A	DT	NP
1	A	DT	NP
2	XNAMEX,Near	NNP,IN	NP,PP
1	On	IN	PP
1	XNAMEX	NNP	NP
1	Located	VBN	VP
1	XNAMEX	NNP	NP
1	In	IN	PP
1	XNAMEX	NNP	NP
2	XNAMEX,They	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Located	NNP,VBN	NP,VP
1	A	DT	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,We	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Near,Yes	NNP,RB	NP,ADVP
2	Near,It	IN,PRP	PP,NP
2	by,there	IN,EX	PP,NP
1	Near	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	Located	VBN	VP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	Near,Its	IN,PRP$	PP,NP
2	Located,It	VBN,PRP	VP,NP
2	If,It	IN,PRP	SBAR,NP
2	Located,It	VBN,PRP	VP,NP
2	An,It	DT,PRP	NP,NP
1	There	EX	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
2	Near,It	IN,PRP	PP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
1	family-friendly	JJ	NP
1	XNAMEX	NNP	NP
2	XNAMEX,Customers	NNP,NNS	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Near	IN	PP
1	With	IN	PP
3	XNAMEX,Its,However	NNP,PRP$,RB	NP,NP,ADVP
2	XNAMEX,Situated	NNP,VBN	NP,VP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,The	NNP,PRP,DT	NP,NP,NP
3	XNAMEX,It,The	NNP,PRP,DT	NP,NP,NP
1	There	EX	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Located	VBN	VP
3	Bring,Noted,Located	VB,NNP,VBN	VP,NP,VP
2	XNAMEX,Customers	NNP,NNS	NP,NP
3	Family,Located,XNAMEX	NNP,VBN,NNP	NP,VP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	On	IN	PP
1	Riverside	NNP	NP
2	5,It	CD,PRP	NP,NP
2	Located,Customers	VBN,NNS	VP,NP
1	The	DT	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Located	NNP,VBN	NP,VP
2	XNAMEX,It	NNP,PRP	NP,NP
2	In,It	IN,PRP	PP,NP
2	Near,It	IN,PRP	PP,NP
1	Riverside	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
3	XNAMEX,Children,Ratings	NNP,NNP,NNS	NP,NP,NP
2	XNAMEX,Children	NNP,NNP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
3	XNAMEX,They,It	NNP,PRP,PRP	NP,NP,NP
2	With,XNAMEX	IN,NNP	PP,NP
3	XNAMEX,They,They	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	The,No	DT,DT	NP,NP
4	There,It,They,Their	EX,PRP,PRP,PRP$	NP,NP,NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Customer	NNP,NN	NP,NP
1	Children	NNP	NP
2	One,It	CD,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,Its,its	NNP,PRP$,PRP$	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	There,Customer	EX,NN	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
1	Here	RB	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	By,It	IN,PRP	PP,NP
1	Located	VBN	VP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Near	IN	PP
2	In,XNAMEX	IN,NNP	PP,NP
1	Near	IN	PP
1	Located	VBN	VP
1	XNAMEX	NNP	NP
1	Near	IN	PP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	A	DT	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Near	IN	PP
1	Near	IN	PP
1	With	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,Its,Its	NNP,PRP$,PRP$	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	There,It,You	EX,PRP,PRP	NP,NP,NP
1	In	IN	PP
1	XNAMEX	NNP	NP
1	Located	VBN	VP
2	High,XNAMEX	JJ,NNP	NP,NP
2	Near,It	NNP,PRP	NP,NP
1	Located	VBN	VP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	Children,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	Near	IN	PP
2	XNAMEX,The	NNP,DT	NP,NP
1	XNAMEX	NN	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Not	RB	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Near	NNP	NP
1	XNAMEX	NNP	NP
1	The	DT	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	A,It	DT,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	Near	IN	PP
2	Near,This	NNP,DT	NP,NP
1	Café	NNP	NP
1	XNAMEX	NNP	NP
1	In	IN	PP
1	XNAMEX	NNP	NP
1	Near	IN	PP
3	Near,It,It	IN,PRP,PRP	PP,NP,NP
1	Family	NNP	NP
1	Near	IN	PP
1	XNAMEX	NNP	NP
2	There,It	EX,PRP	NP,NP
1	Although	IN	SBAR
1	Near	NNP	NP
1	Kid	VBG	VP
1	A	DT	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
3	XNAMEX,It,The	NNP,PRP,DT	NP,NP,NP
1	XNAMEX	NNP	NP
1	Near	IN	PP
1	XNAMEX	NNP	NP
1	Near	IN	PP
2	On,It	IN,PRP	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	There	EX	NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,Leave,Located	NNP,VB,VBN	NP,VP,VP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
3	Enjoy,XNAMEX,It	RB,NNP,PRP	ADJP,NP,NP
3	Located,near,It	VBN,IN,PRP	VP,PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	RB	ADVP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
1	Go	VB	VP
2	If,It	IN,PRP	SBAR,NP
2	XNAMEX,Located	NNP,VBN	NP,VP
3	coffee,With,Children	NN,IN,NNP	NP,PP,NP
1	XNAMEX	NNP	NP
3	XNAMEX,Children,High	NNP,NNP,JJ	NP,NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
1	XNAMEX	NNP	NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
4	XNAMEX,If,It,Find	NNP,IN,PRP,VB	NP,SBAR,NP,VP
4	XNAMEX,It,It,You	NNP,PRP,PRP,PRP	NP,NP,NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
1	There	EX	NP
2	coffee,It	NN,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,This	NNP,DT	NP,NP
2	XNAMEX,Located	NNP,VBN	NP,VP
3	XNAMEX,that,This	NNP,DT,DT	NP,NP,NP
3	XNAMEX,It,of	NNP,PRP,IN	NP,NP,PP
1	For	IN	PP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	There,This	EX,DT	NP,NP
1	XNAMEX	NNP	NP
1	Located	VBN	VP
4	There,They,They,However	EX,PRP,PRP,RB	NP,NP,NP,ADVP
3	On,It,It	IN,PRP,PRP	PP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
3	XNAMEX,Although,They	NNP,IN,PRP	NP,SBAR,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
2	Located,Chinese	JJ,JJ	NP,NP
2	XNAMEX,it	NNP,PRP	NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
3	For,It,Near	IN,PRP,NNP	PP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	For,It	IN,PRP	PP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Near	IN	PP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	There,It	EX,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
3	XNAMEX,I,It	NNP,PRP,PRP	NP,NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	There,It	EX,PRP	NP,NP
1	XNAMEX	NNP	NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	A,This	DT,DT	NP,NP
4	XNAMEX,The,It,It	NNP,DT,PRP,PRP	NP,NP,NP,NP
1	XNAMEX	NNP	NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	In	IN	SBAR
4	Delicious,City,Offering,Rated	NNP,NNP,VBG,VBN	NP,NP,VP,VP
1	A	DT	NP
5	As,Priced,Located,of,Located	IN,VBN,VBN,IN,VBN	PP,VP,VP,PP,VP
1	XNAMEX	NNP	NP
1	XNAMEX	NN	NP
2	The,It	DT,PRP	NP,NP
2	In,XNAMEXs	IN,NNS	PP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
4	XNAMEX,It,It,It	NNP,PRP,PRP,PRP	NP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
4	XNAMEX,It,Customers,It	NNP,PRP,NNS,PRP	NP,NP,NP,NP
2	XNAMEX,XNAMEX	NNP,NNP	NP,NP
3	XNAMEX,XNAMEX,XNAMEX	NNP,NNP,NNP	NP,NP,NP
1	A	DT	NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	If,They,They	IN,PRP,PRP	SBAR,NP,NP
3	XNAMEX,XNAMEX,The	NNP,NNP,DT	NP,NP,NP
3	XNAMEX,They,They	NNP,PRP,PRP	NP,NP,NP
4	XNAMEX,Also,The,Located	NNP,RB,DT,VBN	NP,ADVP,NP,VP
1	XNAMEX	NN	NP
2	XNAMEX,They	NNP,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	XNAMEX	NN	NP
2	XNAMEX,They	NNP,PRP	NP,NP
2	In,It	IN,PRP	PP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
2	There,It	EX,PRP	NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Their	NNP,PRP$	NP,NP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NN	NP
2	A,It	DT,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	There,It,It	EX,PRP,PRP	NP,NP,NP
5	XNAMEX,It,It,It,It	NNP,PRP,PRP,PRP,PRP	NP,NP,NP,NP,NP
1	XNAMEX	NNP	NP
4	XNAMEX,Its,and,it	NNP,PRP$,NNP,PRP	NP,NP,NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
1	Tucked	VBN	VP
3	XNAMEX,You,It	NNP,PRP,PRP	NP,NP,NP
3	XNAMEX,It,of	NNP,PRP,IN	NP,NP,PP
4	If,For,The,XNAMEX	IN,IN,DT,NNP	SBAR,PP,NP,NP
3	XNAMEX,of,It	NNP,IN,PRP	NP,PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Complaints	NNP,NNS	NP,NP
2	If,Its	IN,PRP$	SBAR,NP
3	XNAMEX,They,They	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,The	NNP,PRP,DT	NP,NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
2	There,The	EX,DT	NP,NP
2	There,This	EX,DT	NP,NP
3	XNAMEX,They,XNAMEX	NNP,PRP,NNP	NP,NP,NP
4	XNAMEX,Located,XNAMEX,The	NNP,VBN,NNP,DT	NP,VP,NP,NP
1	There	EX	NP
3	XNAMEX,The,It	NNP,DT,PRP	NP,NP,NP
3	XNAMEX,They,XNAMEX	NNP,PRP,NNP	NP,NP,NP
1	There	EX	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
4	XNAMEX,They,Note,However	NNP,PRP,NN,RB	NP,NP,VP,ADVP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
3	For,It,Their	IN,PRP,PRP$	PP,NP,NP
1	XNAMEX	NN	NP
1	1	CD	NP
2	There,called	EX,VBN	NP,VP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
4	XNAMEX,They,They,XNAMEX	NNP,PRP,PRP,NNP	NP,NP,NP,NP
4	There,They,They,XNAMEX	EX,PRP,PRP,NNP	NP,NP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
3	At,It,It	IN,PRP,PRP	PP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,While	NNP,IN	NP,SBAR
3	Near,It,It	IN,PRP,PRP	PP,NP,NP
3	XNAMEX,Price,It	NNP,NNP,PRP	NP,NP,NP
1	A	DT	NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
2	XNAMEX,XNAMEX	VBG,NNP	VP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	Located,It	VBN,PRP	VP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
2	There,It	EX,PRP	NP,NP
3	The,They,near	DT,PRP,IN	NP,NP,PP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
3	There,of,It	EX,IN,PRP	NP,PP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,of	NNP,PRP,IN	NP,NP,PP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	A,It	DT,PRP	NP,NP
2	There,It	EX,PRP	NP,NP
2	Though,This	IN,DT	SBAR,NP
3	XNAMEX,The,XNAMEX	NNP,DT,NNP	NP,NP,NP
3	XNAMEX,It,This	NNP,PRP,DT	NP,NP,NP
4	Located,It,This,It	VBN,PRP,DT,PRP	VP,NP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Located,It	VBN,PRP	VP,NP
3	XNAMEX,It,it	NNP,PRP,PRP	NP,NP,NP
4	The,of,XNAMEX,There	DT,IN,NNP,EX	NP,PP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
4	XNAMEX,This,They,They	NNP,DT,PRP,PRP	NP,NP,NP,NP
3	A,This,It	DT,DT,PRP	NP,NP,NP
4	A,This,They,Please	DT,DT,PRP,UH	NP,NP,NP,INTJ
3	XNAMEX,They,You	NNP,PRP,PRP	NP,NP,NP
2	Located,This	VBN,DT	VP,NP
4	XNAMEX,It,The,It	NNP,PRP,DT,PRP	NP,NP,NP,NP
4	XNAMEX,High,Located,Near	NNP,NNP,VBN,NNP	NP,NP,VP,NP
4	XNAMEX,We,Located,Children	NNP,PRP,VBN,NNP	NP,NP,VP,NP
